PhraseId,Sentiment
129329,2
28616,2
78984,2
149078,4
78630,1
148573,2
52408,4
23229,4
55569,1
46714,2
106677,2
85466,2
116545,2
60362,2
62076,2
71660,2
44974,2
134758,0
65240,2
71576,3
143201,2
155945,3
6588,2
44064,3
3941,3
7458,2
74401,1
54365,2
51019,1
8978,2
100273,1
49954,2
22503,2
24512,2
14097,2
91942,2
125716,3
112621,2
31985,2
60518,1
129498,2
118547,3
113618,2
148453,2
4405,1
62,2
30428,2
143766,3
28509,3
60750,2
69619,1
98017,2
35938,2
43075,3
134902,2
87488,2
146067,4
98889,1
95607,2
129254,1
77173,2
115988,2
46444,1
95553,2
153379,0
52247,3
130147,2
98420,4
46226,0
15551,2
42170,2
101110,0
21970,3
9094,2
141334,2
25346,1
54963,1
17704,3
26543,2
65224,0
30291,3
127642,2
67883,1
8020,1
84421,3
57485,3
130315,3
72707,2
154212,2
51952,2
119521,2
134493,2
24109,2
34335,1
92853,3
36984,2
73762,0
47202,3
115442,1
51042,1
50059,2
109145,0
115757,3
109354,2
103566,3
110886,2
5886,1
103752,2
137116,0
74061,2
37569,2
129198,0
13894,0
70323,3
92889,1
30854,2
148876,1
99904,1
26057,3
56039,1
130275,3
38036,2
84800,2
65724,2
23875,3
9937,2
55027,2
130450,0
23276,2
51834,3
121030,1
154428,2
6341,1
73350,3
50060,2
47957,2
976,1
146024,1
91147,2
31286,3
91466,2
139807,3
106277,3
135468,2
27660,4
106911,3
106422,2
86277,2
25787,2
141735,1
63587,2
56359,2
42178,2
91746,2
46081,2
58501,2
53928,2
62516,3
128635,0
39701,1
151622,3
2351,1
106464,3
119685,2
89929,3
46665,2
99065,2
26216,2
70404,3
152264,2
37198,1
34804,4
136861,3
105135,4
58827,2
14961,4
82857,2
51280,2
70387,2
134808,3
94830,2
16509,2
22349,3
123088,3
43294,1
20585,2
38094,2
55109,1
104277,4
69784,2
51779,3
953,3
21439,2
119654,1
110136,1
84125,3
54835,2
104514,2
78018,2
77407,2
56074,2
129723,2
6455,2
96277,2
101728,3
21740,3
71442,2
73667,1
94051,1
118110,2
95901,1
90830,1
47614,2
125704,2
10936,3
651,2
125236,1
138192,2
154920,2
142152,2
147988,2
116599,3
146497,1
45355,3
79835,2
63421,2
95910,2
55711,2
4028,2
4039,2
61472,4
1263,2
111200,2
100198,3
28308,3
131292,4
127504,0
37756,2
53854,3
128908,3
25491,2
105414,2
36440,2
38945,2
37425,2
56132,2
100834,2
67404,2
93256,3
122045,2
91429,2
151872,2
36858,2
98831,2
137609,2
41261,3
53742,2
4720,1
74056,1
120062,2
71270,0
86145,4
1914,2
60171,2
13518,1
49618,3
11951,2
108317,4
82680,3
141032,2
85112,1
76798,4
70901,2
19718,2
125397,1
23858,2
53578,4
97976,0
109486,2
67796,2
34857,3
63881,2
18879,2
29469,3
37614,2
141505,2
112199,1
143369,2
40800,2
3409,2
111529,1
46456,2
111465,2
59986,2
36606,2
93650,0
22399,1
137398,2
39631,3
49788,2
68087,1
26729,3
87895,4
105706,2
102505,2
48236,1
90503,3
55099,1
102312,0
32831,3
58657,2
131451,3
110366,3
132482,2
71572,2
98541,2
137102,0
40733,1
49118,1
121893,2
115382,2
131388,1
56157,2
33214,2
49893,2
51897,2
95772,4
138732,4
88435,1
7373,2
127884,2
123803,1
134290,2
115880,2
114702,3
36075,3
12360,3
90069,2
118140,2
95198,4
21516,2
149952,3
50991,3
117469,0
139512,2
58523,2
50017,3
91593,2
92507,2
148098,1
142723,1
93960,2
31931,3
109492,3
93503,2
101177,2
88992,2
67870,2
155688,2
59199,2
145794,1
133921,2
47329,2
137069,2
88982,1
155559,0
29249,1
88001,2
92020,2
33351,2
132109,3
31627,3
142266,2
128780,2
97111,2
149220,4
120380,1
53603,2
93349,2
20446,1
152883,2
3956,1
97150,2
14439,2
88047,2
72669,2
53667,2
30630,1
108987,2
10676,3
97311,4
56945,1
131722,1
13951,2
100133,2
143286,2
64624,2
9204,2
48739,1
88958,3
148953,1
34789,2
153291,2
121839,3
42861,3
72421,3
20370,4
84457,2
98890,3
147219,3
41394,3
105681,2
95312,4
95037,3
76429,4
144575,2
101497,2
12745,1
120082,4
95699,1
57430,2
135755,3
72988,1
14742,2
53222,4
47587,2
55213,2
128965,2
38785,3
93108,2
60082,2
57079,1
36536,3
69754,1
3717,1
99712,2
153790,1
121685,2
8145,0
56523,2
74243,0
149113,3
155006,0
61920,0
118375,1
1306,2
115024,3
52894,2
113374,1
140895,2
57989,2
155226,2
58466,2
19403,1
56565,3
2593,2
3018,2
63180,2
151096,2
65151,3
26012,2
17763,2
148572,2
109089,2
80913,1
110687,2
72106,3
56863,3
11279,2
113437,3
21270,2
78038,2
149226,3
132027,2
1671,2
121769,2
148372,3
76698,2
80035,2
143458,2
44566,3
40683,2
114138,1
75585,2
37774,1
114911,2
47015,2
105136,4
56593,2
35664,2
24694,2
123597,2
106735,2
21435,3
25334,1
113003,1
1481,0
53121,2
83154,2
28353,3
2742,2
85182,2
49886,2
151574,1
31579,3
65980,3
115709,2
62454,3
25880,3
148521,3
155050,1
112053,2
35593,2
18381,4
111613,3
46564,2
102963,2
41855,3
123652,1
140755,2
60653,2
56984,3
3393,2
79452,1
141331,2
5662,2
58044,2
91982,2
22544,3
132837,2
10321,3
26944,2
147884,2
353,3
112917,2
13315,2
15051,2
92531,2
45608,2
128473,2
122955,1
126526,2
88772,2
104973,3
44339,2
115373,2
102265,3
9798,2
1430,2
72626,2
90550,1
78837,2
44219,2
67666,2
47026,4
7921,2
3950,2
57675,3
76186,3
44045,2
125,2
87713,3
33878,2
104294,3
121351,3
84964,3
1974,1
41799,2
132373,2
19518,2
142105,3
56642,3
8287,3
79389,2
82245,3
19364,1
90857,2
58914,2
137537,2
65358,2
110966,1
40668,2
134553,2
128820,2
55061,2
23068,2
137512,4
108584,1
132908,1
45853,2
44833,2
89762,1
120343,3
93439,4
88490,1
102267,3
143875,2
118156,2
46127,2
144686,3
153622,2
51919,3
58622,4
92348,2
61734,1
119160,2
4921,2
72618,2
145802,1
32833,2
93935,2
37826,2
140587,1
125821,1
130741,2
51830,0
101987,2
78966,2
65673,1
59207,2
117458,3
9350,2
104361,2
82653,3
8875,4
77267,2
19064,4
81149,2
27119,2
153691,1
70357,2
154608,3
84436,3
111575,1
79937,1
145159,2
61291,2
73140,2
137612,1
125578,1
87814,3
115099,1
23247,2
65488,1
129497,2
11766,3
17568,2
9030,2
34601,2
45387,2
77120,2
32660,2
98909,2
98003,3
85121,4
36443,1
21661,1
119919,2
57017,3
10871,2
149717,2
47160,3
53955,3
61498,4
146083,3
20554,3
114812,2
16633,0
139788,2
90954,3
125233,0
117632,2
131627,2
122861,2
154949,2
39392,3
143305,2
133982,1
17536,3
82605,2
149040,2
63257,2
61744,2
83245,1
91442,2
109109,3
53997,2
140213,3
118968,3
126855,2
67645,2
129237,3
102449,2
110063,2
62666,2
53587,2
25646,2
100802,1
38310,2
64276,2
116945,2
75772,2
144423,1
90099,3
32882,0
121647,2
155937,2
12603,2
105319,2
97031,3
40312,3
70370,3
94324,1
31935,3
118093,2
126311,4
121498,4
29328,1
63185,3
90110,2
109735,1
4486,3
33429,2
114827,1
56993,2
95287,2
36067,2
43127,1
94897,2
108727,2
70825,1
9042,2
136511,3
11575,3
64306,2
90506,4
63760,2
101284,0
32896,2
96901,3
101347,2
20701,3
87074,1
146210,0
91674,2
64217,2
152907,2
7526,2
34821,2
6800,2
88722,2
139767,4
32574,2
74538,2
14562,2
124549,1
76692,2
101607,3
30308,4
128756,1
52262,3
56778,2
29793,1
30075,2
9686,2
146043,3
147836,2
122650,3
9568,2
56728,0
143404,1
155655,1
51448,2
106173,2
74416,4
42064,4
78794,1
105168,2
12286,2
142597,3
106098,3
17695,2
42551,1
48548,3
89272,0
4477,3
144843,4
7367,2
106207,2
107051,2
154370,2
14108,2
94574,2
114981,2
86984,1
10588,2
90070,2
128322,2
117001,2
148977,2
352,2
6081,0
67076,1
90088,4
129158,1
141020,3
49205,2
134779,2
87196,2
139442,3
147942,2
999,2
65690,2
37263,4
113512,0
28653,3
41761,2
107440,3
80217,2
15445,2
100233,2
42834,3
132350,2
130365,2
154342,2
62981,3
74324,0
142801,3
62785,3
137841,2
66765,2
15245,3
74325,1
75629,2
73194,2
78611,2
153517,2
147376,3
38028,2
109451,2
65636,2
62519,1
89842,1
83797,1
2862,3
49471,2
63902,2
109407,2
91653,1
155121,3
100904,2
62088,2
16645,2
125582,2
123037,1
71342,3
14852,2
45690,4
73143,3
36616,2
118116,3
65108,3
64941,2
134415,1
34077,1
138633,3
29795,1
147977,1
11609,2
28320,3
65878,2
38999,2
85960,3
102364,3
27110,3
15685,3
139723,2
57134,2
66192,2
22578,2
43018,2
123820,2
97470,2
18436,3
56882,3
78974,1
49637,2
36023,3
22857,2
13642,2
22361,2
101815,2
134556,1
154007,2
150947,2
108488,2
71917,3
89546,1
8787,3
63543,2
150616,0
54940,1
23650,2
34705,2
93862,0
153953,3
134682,2
76519,1
145042,2
121525,3
2777,4
33158,2
61802,1
17779,1
121516,4
63875,1
115688,3
52665,1
73940,4
114488,2
64581,2
50282,2
143394,1
87824,2
149474,2
137045,3
112780,1
1937,2
38811,3
91849,3
98978,2
66709,2
11467,2
149648,3
22800,2
35730,3
45492,0
129412,2
93995,2
63718,2
45037,3
36088,4
58637,2
114554,3
31278,2
145016,1
56944,2
43299,2
105076,4
139839,3
133822,2
148062,1
62469,1
108305,2
102736,2
66454,2
14611,3
45461,2
38814,2
153690,1
41998,2
137821,4
12878,2
50108,2
1103,3
2941,1
141919,2
122047,2
111942,1
142000,4
124044,3
152966,2
66918,4
119450,1
53688,3
88495,2
51577,3
49301,3
100165,4
77372,2
142463,2
44558,4
100039,4
109396,3
117065,2
98010,2
85679,2
6513,2
146940,1
5688,2
99263,2
27248,2
133705,3
22430,2
53119,2
81000,1
15855,1
126407,4
62631,2
45983,3
69587,1
29367,2
137193,3
39957,3
22332,1
7379,2
148987,2
16590,2
150489,2
90425,2
77680,2
19696,2
13225,1
100512,2
152818,1
144823,4
2301,2
90979,2
55230,2
108555,3
103139,2
147355,4
10422,3
87450,1
147210,2
19477,2
88292,2
75038,2
55933,3
129115,2
84366,4
41757,1
61638,2
78759,2
71509,4
12732,2
44740,2
22976,2
76279,1
137051,3
152164,1
144938,2
120005,2
121470,4
30140,3
31609,3
56734,2
101029,2
129834,1
33413,2
122042,2
117084,4
69545,2
66193,2
148164,1
60627,2
143961,3
73244,2
45382,3
124625,1
146220,2
133464,1
44139,2
121040,2
57610,2
60709,2
6515,3
65233,2
71786,2
113634,2
134440,1
148931,1
21294,2
101699,2
81055,1
117235,1
967,2
128337,3
46584,3
5272,2
109155,0
150576,2
104248,1
543,1
149538,2
81672,1
150594,2
9681,3
17987,2
92791,3
53516,1
822,3
20022,2
38597,2
7563,2
116967,2
83312,2
68277,3
21007,2
70952,3
149013,1
122745,2
8745,1
69406,2
20236,2
156,2
70313,2
80580,1
3159,2
92093,2
10925,2
3560,2
25071,1
4791,2
65862,3
39191,1
69612,2
10275,3
127586,2
137499,4
102003,1
23998,4
79900,2
93536,1
135278,2
9662,2
39435,1
131853,1
151420,1
79698,4
5104,1
6538,2
12654,2
142019,2
136791,4
110984,3
121569,1
87664,2
85793,2
26600,3
49021,2
39194,1
49699,3
42642,2
48766,2
117185,1
90085,2
129662,2
96853,3
74042,1
13159,2
105596,1
52581,2
73567,1
63927,2
116208,3
50766,2
114034,1
19713,3
135001,2
75142,2
15870,2
106497,1
30386,2
64814,2
9706,2
90278,3
130833,1
151156,1
102844,2
64906,2
138398,1
56455,2
149276,1
70814,2
3870,3
22078,2
115141,2
119064,1
38846,4
73642,0
117750,2
75912,2
67596,1
22579,3
2203,2
42629,1
95637,3
28038,2
31021,1
31714,1
38991,2
42532,3
60931,3
154561,2
36740,1
79119,2
120200,4
61518,2
111433,2
125760,3
77070,2
39008,2
100574,3
42962,2
94837,1
154097,4
34815,2
104003,3
121751,2
89120,3
18714,2
28352,2
124392,1
89651,1
88571,2
41811,2
71506,4
76850,4
77897,3
108724,2
100863,2
25503,1
105618,2
96842,1
78952,3
101999,1
125096,2
44824,2
72802,2
152077,2
19225,1
130933,2
83311,2
1091,2
123625,3
107151,3
150440,1
99384,3
85612,2
141104,2
34328,2
139430,3
104732,1
89195,3
12276,2
58309,3
2667,2
99609,3
89997,2
103322,3
40574,3
128321,3
123792,1
123762,1
21256,2
51031,1
142710,3
40889,2
83716,2
122802,3
31872,3
86374,1
90076,2
108607,0
25128,2
135058,2
61465,3
124661,2
91067,2
27231,4
16524,0
13216,1
35706,2
14388,3
88436,1
117468,2
151073,2
102664,2
12330,3
53649,2
56933,1
129947,2
73389,2
83213,2
16810,2
11714,2
63680,3
107441,3
143402,3
145125,1
30517,2
98224,1
118157,2
94557,2
103389,1
55428,3
112984,1
2976,1
101736,3
124818,2
153096,3
11423,3
15108,2
26875,2
147874,2
21816,3
20846,2
121631,2
23482,2
77014,4
47565,3
51401,2
70810,2
101707,1
11241,1
108234,2
115470,3
22536,1
111607,1
11251,2
61779,2
113079,3
152924,2
71454,2
77730,2
106092,0
22407,2
110271,1
80665,2
68817,2
84524,2
73170,0
152364,1
1734,2
30404,2
144766,0
8056,2
100766,2
74892,2
80014,3
48606,1
78596,2
133449,3
100750,1
139189,2
95097,2
71371,1
124755,3
118136,2
35798,1
65546,2
109438,3
51038,2
72712,2
74489,3
81092,2
43624,3
139928,3
109299,2
25155,2
148980,2
61546,3
17151,2
67135,1
88734,3
135593,2
15489,2
142778,2
95250,2
51310,3
59123,2
111461,4
139611,1
96250,0
4903,2
58321,2
130141,2
99776,1
22395,1
32338,2
58349,1
64240,2
93263,2
137791,2
54613,2
69440,2
93369,2
69743,2
129735,2
64436,2
82150,3
53395,3
130148,2
34686,4
27277,2
109591,3
95012,2
11700,2
57827,3
124304,4
149146,2
78690,2
94024,3
50447,4
70391,1
59510,0
113398,2
106576,3
77198,3
127023,2
99528,2
54267,1
107092,2
57739,1
150159,2
119651,2
86780,2
46216,3
125861,2
90028,1
63019,0
9633,2
147305,3
99002,0
104407,2
142537,2
17563,2
34812,2
5930,3
139181,2
56501,2
7778,2
80242,2
91185,2
110652,2
76335,2
33445,2
53126,3
94414,1
57858,2
55534,2
86760,2
70426,2
29432,2
48673,1
149571,2
114850,0
93407,3
51848,0
13861,2
155084,2
48287,2
135484,2
34931,2
11139,2
123493,2
144905,2
116866,2
130631,2
105597,1
61956,2
87928,2
18907,2
29495,2
27937,2
11726,1
154874,1
134115,2
137717,2
3270,1
100060,2
91839,4
70469,4
18389,1
142655,2
136737,2
111676,0
71294,1
74017,2
84608,1
123572,2
118716,4
117109,2
77781,1
131097,2
133968,1
122457,2
87034,1
116894,2
74635,2
10342,1
149373,3
65653,2
59068,2
40127,2
105508,2
49969,2
79319,2
81535,3
64061,1
130790,3
32265,2
109730,1
5734,2
68038,2
23965,2
136498,2
27894,2
153158,2
47152,2
7517,2
10045,2
47892,2
2668,2
11449,2
51616,4
52074,2
88775,2
108903,2
135870,2
137048,2
111985,3
92951,2
126534,2
121305,2
13715,2
131565,2
144947,0
118540,2
83681,3
154016,3
57482,3
45614,2
46359,3
83272,2
67138,2
85345,4
134142,2
48911,1
129434,3
95691,2
107460,4
58698,2
33085,2
104756,2
136154,2
34106,2
97521,3
136237,2
121273,2
35789,2
61591,2
108891,1
89575,3
116513,2
140576,2
88071,1
85084,2
53675,3
59949,2
64282,3
69802,2
123544,0
19072,2
121748,3
154596,2
64565,2
139999,0
127659,1
99603,1
63198,1
126778,1
22327,2
27895,2
150146,1
42448,1
46004,1
123953,3
125274,3
126135,3
39686,1
132957,1
20900,3
149104,1
47101,3
109137,2
40473,3
53072,2
99450,2
14689,2
57059,2
108767,1
75337,3
145269,2
90706,2
147840,2
65400,3
133360,2
38562,2
62601,2
109938,2
146517,2
18712,2
100983,2
18653,2
90367,2
8378,2
32780,2
35384,2
75896,3
49988,1
42406,3
87053,3
71128,3
100339,2
47712,2
151679,2
134409,2
24772,3
59827,2
147053,2
116218,4
119539,2
124468,2
103186,2
41343,3
81087,2
87832,2
134580,4
78474,2
130390,2
56031,3
14912,0
108143,1
31002,2
31975,1
23854,2
37440,2
140504,4
16677,2
56302,2
105688,3
111771,2
39601,3
148127,2
121190,2
25974,2
140563,2
35370,2
128876,2
87205,2
72482,2
101901,2
96038,2
113057,1
138259,3
127436,2
132700,2
57525,2
144989,3
3988,2
58846,2
52056,2
2246,1
81835,2
4839,2
112469,3
23137,2
7942,2
137591,2
128860,2
9854,2
118858,2
92467,2
69561,3
17387,3
80286,1
17975,3
129257,2
137000,1
30082,2
133436,2
28726,2
39211,2
73113,2
1615,2
78548,1
94685,0
103240,3
125117,2
64483,2
70084,0
108425,1
11455,3
121925,2
81843,2
9925,2
152833,1
115678,2
10287,3
17678,3
79704,2
1455,2
125897,1
500,3
11626,1
122949,1
44944,2
149669,1
40484,3
40612,2
785,2
127167,2
146110,1
17900,3
61856,1
93950,4
76625,2
95442,2
117009,2
115546,1
7608,2
80033,2
122163,0
44947,2
107629,3
710,2
40582,3
6962,2
117974,0
104715,4
11428,2
52811,2
38081,1
88278,1
9306,2
126014,1
57644,3
73478,3
36479,3
70401,2
138827,2
40165,3
14309,3
31652,2
33326,1
107017,2
146657,2
26062,2
60399,2
93173,2
108041,2
91481,3
118055,3
45493,1
139249,4
4155,4
119057,3
154187,3
103936,2
122698,1
78067,3
37692,4
86231,2
18048,2
42319,3
6097,3
44647,3
107216,4
85012,2
134581,2
134679,0
107423,3
122587,2
80993,2
19943,2
11030,1
31028,3
120338,4
71567,2
64059,2
122329,2
108486,3
139911,2
65141,2
112125,3
148149,1
111767,3
21711,2
141111,3
38725,2
16516,2
24203,2
84741,2
3748,2
123891,1
114376,2
38144,3
98598,4
2364,2
86598,2
34349,2
139591,2
151172,0
9070,1
151796,2
125929,2
127072,3
99166,2
27358,1
105998,1
65230,1
32634,1
50351,2
55997,0
143049,2
75260,4
107220,1
81567,2
112618,2
78075,2
76810,2
81366,3
110558,2
108047,4
104207,2
148769,1
98152,3
97330,3
20389,2
102444,2
38647,2
89015,3
90946,3
19621,2
120759,2
64234,3
85509,3
53619,1
37812,2
153629,1
98805,1
133530,2
94543,2
78667,2
139924,3
89328,2
6577,2
137768,2
104886,2
109825,2
139449,4
47148,2
28697,3
20191,2
41461,0
62598,4
21952,3
4902,1
96654,3
68522,2
84337,3
48446,2
86351,4
60409,2
99078,2
33050,1
120736,1
104279,3
112596,2
56835,1
83307,2
147139,2
122534,2
2702,2
22097,2
117225,0
138140,2
93021,2
34197,1
53815,2
458,4
78326,1
31883,2
66070,3
41359,1
76822,2
69968,1
116118,2
112403,3
70502,2
90373,1
113991,2
25675,2
83184,3
96320,3
103298,2
128316,2
72661,2
99686,1
142967,2
67798,2
59246,2
41955,2
91801,1
28575,2
77976,2
152784,2
70253,2
155901,0
107628,2
94434,2
55799,4
27979,2
10385,3
60788,1
98101,2
149820,0
55760,2
79091,2
97684,4
35660,2
77985,3
92625,2
95679,2
14342,1
52430,2
58597,2
114266,2
80560,2
92744,3
3097,2
29330,1
51311,2
146860,3
78080,2
136323,2
82727,2
117012,2
126026,3
1343,4
5230,2
5495,2
110017,2
96005,2
45416,1
126262,2
118425,3
84583,2
53809,2
111834,2
100773,2
99095,2
30930,2
61006,2
139790,4
111874,2
87674,2
142474,1
80306,2
132964,2
89216,2
38564,2
122513,2
63266,2
152573,1
58841,1
31176,2
149594,4
28777,1
77306,3
92030,3
58614,3
75549,2
8970,2
6194,2
42248,2
49470,2
64462,2
145798,3
70081,2
87239,2
37307,2
104970,2
128447,1
43171,3
48650,4
148947,2
55586,3
152324,2
96007,2
63668,2
142821,2
15995,2
145341,3
124195,2
126096,2
142591,3
49475,2
12371,3
65119,2
58742,0
96121,2
117413,2
94560,2
104456,2
41858,2
108611,2
114931,1
61534,4
147360,3
102972,0
71073,2
131517,2
114367,2
141511,2
21818,3
49701,3
141442,3
29516,1
84745,2
49800,4
20005,2
100993,4
107665,2
78405,2
56656,2
16847,2
58984,1
140481,2
46566,2
15707,3
42938,2
82427,0
90241,1
77092,4
24848,4
50731,2
63566,2
149425,3
153490,1
126577,1
89286,3
87746,2
101365,2
139943,1
123772,2
4295,2
148462,1
62084,1
94744,2
114040,2
8664,3
53525,2
99805,3
117710,2
56085,2
12822,2
60336,1
144056,2
19768,2
5214,2
132,2
9085,3
92213,2
58113,2
122653,3
7512,3
66772,3
109470,2
22801,2
98840,3
116461,1
19102,3
56682,1
9239,2
111477,3
10194,2
71040,2
113963,2
48596,2
39720,1
39798,2
128327,2
130106,1
51803,2
20364,4
82009,1
35065,1
99951,2
128815,2
109675,1
62663,3
76202,2
141872,4
94511,2
14457,2
78216,2
45352,3
25510,2
137033,2
154951,2
4309,2
24204,2
81288,1
5259,3
20837,2
47028,4
84820,2
87498,2
7655,2
110110,2
2125,2
46069,1
111604,1
29148,0
50896,2
71022,2
152722,3
143822,2
72807,2
94294,4
106649,2
50019,2
131590,2
141805,3
51587,2
49487,2
2968,2
18672,2
40163,2
137715,3
123700,3
151028,2
147228,3
65078,2
90948,3
108279,2
12381,4
103666,3
93253,3
41863,2
17365,2
33327,1
143092,1
11825,3
130701,0
129640,2
62617,3
34634,2
18203,2
24753,2
103526,3
155550,2
28577,2
122966,2
104022,2
110179,2
62188,2
58200,3
127460,3
67127,2
38490,3
153485,2
55535,2
51927,2
42590,4
110405,2
125373,2
38895,2
70768,2
131273,0
129758,3
28082,2
62179,2
91405,3
99158,2
63565,2
74125,1
55932,2
136122,2
132828,3
73507,2
93136,1
153667,1
44155,2
118738,3
81393,1
121282,3
126977,1
75073,3
143604,2
79676,1
144687,3
121088,2
48411,2
24579,3
37794,2
116339,2
89252,3
131419,0
114434,2
15095,0
49361,3
38960,2
137228,2
28076,2
143149,1
78747,0
77776,2
16298,2
65769,2
1288,2
87677,2
9396,2
108331,2
120016,1
77288,2
30809,2
92550,2
152139,4
134027,3
151489,2
29624,2
140317,3
151990,2
139893,2
62809,3
83061,2
55877,3
138996,2
75634,2
107763,3
55392,2
137083,2
64512,2
141957,2
22986,3
85564,2
143236,3
49594,2
99806,4
99820,2
56262,2
95563,2
80405,3
116715,2
63424,2
127320,2
28516,2
46951,1
118971,2
8329,2
150257,2
126740,4
102960,1
134598,2
25223,3
68595,4
37006,2
101435,2
87709,3
48714,2
92313,2
121639,2
130406,1
141681,0
99539,3
32490,4
9500,2
32025,3
15518,2
113041,2
85252,3
112408,0
60584,4
37284,3
130256,2
73854,0
82818,2
114603,3
111794,1
129745,2
126966,2
21190,2
123802,1
72471,2
102303,2
12669,2
58383,4
29816,2
114421,2
132399,3
146022,2
62770,2
9581,2
29551,2
153101,2
78712,2
78650,2
59858,2
29663,2
14398,3
64429,4
9702,2
104938,2
99591,2
90036,0
55680,4
116447,2
102493,2
122859,2
154904,3
28935,2
73833,2
103378,1
104577,2
138153,2
70922,3
82170,2
15494,3
113324,2
143487,2
95940,4
87152,2
71722,3
